# Preset Configuration File
layer_num=0,v=5.3,r=6370
layer_num=560,v=8.883333333333333,r=5810
layer_num=561,v=8.885,r=5809
layer_num=562,v=8.886666666666667,r=5808
layer_num=563,v=8.888333333333332,r=5807
layer_num=564,v=8.889999999999999,r=5806
layer_num=565,v=8.891666666666666,r=5805
layer_num=566,v=8.893333333333333,r=5804
layer_num=567,v=8.895,r=5803
layer_num=568,v=8.896666666666667,r=5802
layer_num=569,v=8.898333333333333,r=5801
layer_num=570,v=8.899999999999999,r=5800
layer_num=571,v=8.901666666666666,r=5799
layer_num=572,v=8.903333333333332,r=5798
layer_num=573,v=8.905,r=5797
layer_num=574,v=8.906666666666666,r=5796
layer_num=575,v=8.908333333333333,r=5795
layer_num=576,v=8.91,r=5794
layer_num=577,v=8.911666666666665,r=5793
layer_num=578,v=8.913333333333332,r=5792
layer_num=579,v=8.915,r=5791
layer_num=580,v=8.916666666666666,r=5790
layer_num=581,v=8.918333333333333,r=5789
layer_num=582,v=8.92,r=5788
layer_num=583,v=8.921666666666667,r=5787
layer_num=584,v=8.923333333333332,r=5786
layer_num=585,v=8.924999999999999,r=5785
layer_num=586,v=8.926666666666666,r=5784
layer_num=587,v=8.928333333333333,r=5783
layer_num=588,v=8.93,r=5782
layer_num=589,v=8.931666666666667,r=5781
layer_num=590,v=8.933333333333334,r=5780
layer_num=591,v=8.934999999999999,r=5779
layer_num=592,v=8.936666666666666,r=5778
layer_num=593,v=8.938333333333333,r=5777
layer_num=594,v=8.94,r=5776
layer_num=595,v=8.941666666666666,r=5775
layer_num=596,v=8.943333333333333,r=5774
layer_num=597,v=8.944999999999999,r=5773
layer_num=598,v=8.946666666666665,r=5772
layer_num=599,v=8.948333333333332,r=5771
layer_num=600,v=8.95,r=5770
layer_num=601,v=8.951666666666666,r=5769
layer_num=602,v=8.953333333333333,r=5768
layer_num=603,v=8.955,r=5767
layer_num=604,v=8.956666666666665,r=5766
layer_num=605,v=8.958333333333332,r=5765
layer_num=606,v=8.959999999999999,r=5764
layer_num=607,v=8.961666666666666,r=5763
layer_num=608,v=8.963333333333333,r=5762
layer_num=609,v=8.965,r=5761
layer_num=610,v=8.966666666666667,r=5760
layer_num=611,v=8.968333333333332,r=5759
layer_num=612,v=8.969999999999999,r=5758
layer_num=613,v=8.971666666666666,r=5757
layer_num=614,v=8.973333333333333,r=5756
layer_num=615,v=8.975,r=5755
layer_num=616,v=8.976666666666667,r=5754
layer_num=617,v=8.978333333333333,r=5753
layer_num=618,v=8.979999999999999,r=5752
layer_num=619,v=8.981666666666666,r=5751
layer_num=620,v=8.983333333333333,r=5750
layer_num=621,v=8.985,r=5749
layer_num=622,v=8.986666666666666,r=5748
layer_num=623,v=8.988333333333333,r=5747
layer_num=624,v=8.989999999999998,r=5746
layer_num=625,v=8.991666666666665,r=5745
layer_num=626,v=8.993333333333332,r=5744
layer_num=627,v=8.995,r=5743
layer_num=628,v=8.996666666666666,r=5742
layer_num=629,v=8.998333333333333,r=5741
layer_num=630,v=9.0,r=5740
layer_num=631,v=9.001666666666665,r=5739
layer_num=632,v=9.003333333333332,r=5738
layer_num=633,v=9.004999999999999,r=5737
layer_num=634,v=9.006666666666666,r=5736
layer_num=635,v=9.008333333333333,r=5735
layer_num=636,v=9.01,r=5734
layer_num=637,v=9.011666666666667,r=5733
layer_num=638,v=9.013333333333332,r=5732
layer_num=639,v=9.014999999999999,r=5731
layer_num=640,v=9.016666666666666,r=5730
layer_num=641,v=9.018333333333333,r=5729
layer_num=642,v=9.02,r=5728
layer_num=643,v=9.021666666666667,r=5727
layer_num=644,v=9.023333333333333,r=5726
layer_num=645,v=9.024999999999999,r=5725
layer_num=646,v=9.026666666666666,r=5724
layer_num=647,v=9.028333333333332,r=5723
layer_num=648,v=9.03,r=5722
layer_num=649,v=9.031666666666666,r=5721
layer_num=650,v=9.033333333333333,r=5720
layer_num=651,v=9.035,r=5719
layer_num=652,v=9.036666666666665,r=5718
layer_num=653,v=9.038333333333332,r=5717
layer_num=654,v=9.04,r=5716
layer_num=655,v=9.041666666666666,r=5715
layer_num=656,v=9.043333333333333,r=5714
layer_num=657,v=9.045,r=5713
layer_num=658,v=9.046666666666667,r=5712
layer_num=659,v=9.048333333333332,r=5711
layer_num=660,v=9.049999999999999,r=5710
layer_num=661,v=9.051666666666666,r=5709
layer_num=662,v=9.053333333333333,r=5708
layer_num=663,v=9.055,r=5707
layer_num=664,v=9.056666666666667,r=5706
layer_num=665,v=9.058333333333334,r=5705
layer_num=666,v=9.059999999999999,r=5704
layer_num=667,v=9.061666666666666,r=5703
layer_num=668,v=9.063333333333333,r=5702
layer_num=669,v=9.065,r=5701
layer_num=670,v=9.066666666666666,r=5700
layer_num=671,v=9.068333333333333,r=5699
layer_num=672,v=9.07,r=5698
layer_num=673,v=9.071666666666665,r=5697
layer_num=674,v=9.073333333333332,r=5696
layer_num=675,v=9.075,r=5695
layer_num=676,v=9.076666666666666,r=5694
layer_num=677,v=9.078333333333333,r=5693
layer_num=678,v=9.08,r=5692
layer_num=679,v=9.081666666666665,r=5691
layer_num=680,v=9.083333333333332,r=5690
layer_num=681,v=9.084999999999999,r=5689
layer_num=682,v=9.086666666666666,r=5688
layer_num=683,v=9.088333333333333,r=5687
layer_num=684,v=9.09,r=5686
layer_num=685,v=9.091666666666667,r=5685
layer_num=686,v=9.093333333333332,r=5684
layer_num=687,v=9.094999999999999,r=5683
layer_num=688,v=9.096666666666666,r=5682
layer_num=689,v=9.098333333333333,r=5681
layer_num=690,v=9.1,r=5680
layer_num=691,v=9.101666666666667,r=5679
layer_num=692,v=9.103333333333333,r=5678
layer_num=693,v=9.104999999999999,r=5677
layer_num=694,v=9.106666666666666,r=5676
layer_num=695,v=9.108333333333333,r=5675
layer_num=696,v=9.11,r=5674
layer_num=697,v=9.111666666666666,r=5673
layer_num=698,v=9.113333333333333,r=5672
layer_num=699,v=9.114999999999998,r=5671
layer_num=700,v=9.116666666666665,r=5670
layer_num=701,v=9.118333333333332,r=5669
layer_num=702,v=9.12,r=5668
layer_num=703,v=9.121666666666666,r=5667
layer_num=704,v=9.123333333333333,r=5666
layer_num=705,v=9.125,r=5665
layer_num=706,v=9.126666666666665,r=5664
layer_num=707,v=9.128333333333332,r=5663
layer_num=708,v=9.129999999999999,r=5662
layer_num=709,v=9.131666666666666,r=5661
layer_num=710,v=9.133333333333333,r=5660
layer_num=711,v=9.135,r=5659
layer_num=712,v=9.136666666666667,r=5658
layer_num=713,v=9.138333333333332,r=5657
layer_num=714,v=9.139999999999999,r=5656
layer_num=715,v=9.141666666666666,r=5655
layer_num=716,v=9.143333333333333,r=5654
layer_num=717,v=9.145,r=5653
layer_num=718,v=9.146666666666667,r=5652
layer_num=719,v=9.148333333333333,r=5651
layer_num=720,v=9.149999999999999,r=5650
layer_num=721,v=9.151666666666666,r=5649
layer_num=722,v=9.153333333333332,r=5648
layer_num=723,v=9.155,r=5647
layer_num=724,v=9.156666666666666,r=5646
layer_num=725,v=9.158333333333333,r=5645
layer_num=726,v=9.16,r=5644
layer_num=727,v=9.161666666666665,r=5643
layer_num=728,v=9.163333333333332,r=5642
layer_num=729,v=9.165,r=5641
layer_num=730,v=9.166666666666666,r=5640
layer_num=731,v=9.168333333333333,r=5639
layer_num=732,v=9.17,r=5638
layer_num=733,v=9.171666666666667,r=5637
layer_num=734,v=9.173333333333332,r=5636
layer_num=735,v=9.174999999999999,r=5635
layer_num=736,v=9.176666666666666,r=5634
layer_num=737,v=9.178333333333333,r=5633
layer_num=738,v=9.18,r=5632
layer_num=739,v=9.181666666666667,r=5631
layer_num=740,v=9.183333333333334,r=5630
layer_num=741,v=9.184999999999999,r=5629
layer_num=742,v=9.186666666666666,r=5628
layer_num=743,v=9.188333333333333,r=5627
layer_num=744,v=9.19,r=5626
layer_num=745,v=9.191666666666666,r=5625
layer_num=746,v=9.193333333333333,r=5624
layer_num=747,v=9.195,r=5623
layer_num=748,v=9.196666666666665,r=5622
layer_num=749,v=9.198333333333332,r=5621
layer_num=750,v=9.2,r=5620
layer_num=751,v=9.201666666666666,r=5619
layer_num=752,v=9.203333333333333,r=5618
layer_num=753,v=9.205,r=5617
layer_num=754,v=9.206666666666667,r=5616
layer_num=755,v=9.208333333333332,r=5615
layer_num=756,v=9.209999999999999,r=5614
layer_num=757,v=9.211666666666666,r=5613
layer_num=758,v=9.213333333333333,r=5612
layer_num=759,v=9.215,r=5611
layer_num=760,v=9.216666666666667,r=5610
layer_num=761,v=9.218333333333332,r=5609
layer_num=762,v=9.219999999999999,r=5608
layer_num=763,v=9.221666666666666,r=5607
layer_num=764,v=9.223333333333333,r=5606
layer_num=765,v=9.225,r=5605
layer_num=766,v=9.226666666666667,r=5604
layer_num=767,v=9.228333333333332,r=5603
layer_num=768,v=9.229999999999999,r=5602
layer_num=769,v=9.231666666666666,r=5601
layer_num=770,v=9.233333333333333,r=5600
layer_num=771,v=9.235,r=5599
layer_num=772,v=9.236666666666666,r=5598
layer_num=773,v=9.238333333333333,r=5597
layer_num=774,v=9.239999999999998,r=5596
layer_num=775,v=9.241666666666665,r=5595
layer_num=776,v=9.243333333333332,r=5594
layer_num=777,v=9.245,r=5593
layer_num=778,v=9.246666666666666,r=5592
layer_num=779,v=9.248333333333333,r=5591
layer_num=780,v=9.25,r=5590
layer_num=781,v=9.251666666666665,r=5589
layer_num=782,v=9.253333333333332,r=5588
layer_num=783,v=9.254999999999999,r=5587
layer_num=784,v=9.256666666666666,r=5586
layer_num=785,v=9.258333333333333,r=5585
layer_num=786,v=9.26,r=5584
layer_num=787,v=9.261666666666667,r=5583
layer_num=788,v=9.263333333333332,r=5582
layer_num=789,v=9.264999999999999,r=5581
layer_num=790,v=9.266666666666666,r=5580
layer_num=791,v=9.268333333333333,r=5579
layer_num=792,v=9.27,r=5578
layer_num=793,v=9.271666666666667,r=5577
layer_num=794,v=9.273333333333333,r=5576
layer_num=795,v=9.274999999999999,r=5575
layer_num=796,v=9.276666666666666,r=5574
layer_num=797,v=9.278333333333332,r=5573
layer_num=798,v=9.28,r=5572
layer_num=799,v=9.281666666666666,r=5571
layer_num=800,v=9.283333333333333,r=5570
layer_num=801,v=9.285,r=5569
layer_num=802,v=9.286666666666665,r=5568
layer_num=803,v=9.288333333333332,r=5567
layer_num=804,v=9.29,r=5566
layer_num=805,v=9.291666666666666,r=5565
layer_num=806,v=9.293333333333333,r=5564
layer_num=807,v=9.295,r=5563
layer_num=808,v=9.296666666666667,r=5562
layer_num=809,v=9.298333333333332,r=5561
layer_num=810,v=9.299999999999999,r=5560
layer_num=811,v=9.301666666666666,r=5559
layer_num=812,v=9.303333333333333,r=5558
layer_num=813,v=9.305,r=5557
layer_num=814,v=9.306666666666667,r=5556
layer_num=815,v=9.308333333333334,r=5555
layer_num=816,v=9.309999999999999,r=5554
layer_num=817,v=9.311666666666666,r=5553
layer_num=818,v=9.313333333333333,r=5552
layer_num=819,v=9.315,r=5551
layer_num=820,v=9.316666666666666,r=5550
layer_num=821,v=9.318333333333333,r=5549
layer_num=822,v=9.32,r=5548
layer_num=823,v=9.321666666666665,r=5547
layer_num=824,v=9.323333333333332,r=5546
layer_num=825,v=9.325,r=5545
layer_num=826,v=9.326666666666666,r=5544
layer_num=827,v=9.328333333333333,r=5543
layer_num=828,v=9.33,r=5542
layer_num=829,v=9.331666666666667,r=5541
layer_num=830,v=9.333333333333332,r=5540
layer_num=831,v=9.334999999999999,r=5539
layer_num=832,v=9.336666666666666,r=5538
layer_num=833,v=9.338333333333333,r=5537
layer_num=834,v=9.34,r=5536
layer_num=835,v=9.341666666666667,r=5535
layer_num=836,v=9.343333333333332,r=5534
layer_num=837,v=9.344999999999999,r=5533
layer_num=838,v=9.346666666666666,r=5532
layer_num=839,v=9.348333333333333,r=5531
layer_num=840,v=9.35,r=5530
layer_num=841,v=9.351666666666667,r=5529
layer_num=842,v=9.353333333333332,r=5528
layer_num=843,v=9.354999999999999,r=5527
layer_num=844,v=9.356666666666666,r=5526
layer_num=845,v=9.358333333333333,r=5525
layer_num=846,v=9.36,r=5524
layer_num=847,v=9.361666666666666,r=5523
layer_num=848,v=9.363333333333333,r=5522
layer_num=849,v=9.364999999999998,r=5521
layer_num=850,v=9.366666666666665,r=5520
layer_num=851,v=9.368333333333332,r=5519
layer_num=852,v=9.37,r=5518
layer_num=853,v=9.371666666666666,r=5517
layer_num=854,v=9.373333333333333,r=5516
layer_num=855,v=9.375,r=5515
layer_num=856,v=9.376666666666665,r=5514
layer_num=857,v=9.378333333333332,r=5513
layer_num=858,v=9.379999999999999,r=5512
layer_num=859,v=9.381666666666666,r=5511
layer_num=860,v=9.383333333333333,r=5510
layer_num=861,v=9.385,r=5509
layer_num=862,v=9.386666666666667,r=5508
layer_num=863,v=9.388333333333332,r=5507
layer_num=864,v=9.389999999999999,r=5506
layer_num=865,v=9.391666666666666,r=5505
layer_num=866,v=9.393333333333333,r=5504
layer_num=867,v=9.395,r=5503
layer_num=868,v=9.396666666666667,r=5502
layer_num=869,v=9.398333333333333,r=5501
layer_num=870,v=9.399999999999999,r=5500
layer_num=871,v=9.401666666666666,r=5499
layer_num=872,v=9.403333333333332,r=5498
layer_num=873,v=9.405,r=5497
layer_num=874,v=9.406666666666666,r=5496
layer_num=875,v=9.408333333333333,r=5495
layer_num=876,v=9.41,r=5494
layer_num=877,v=9.411666666666665,r=5493
layer_num=878,v=9.413333333333332,r=5492
layer_num=879,v=9.415,r=5491
layer_num=880,v=9.416666666666666,r=5490
layer_num=881,v=9.418333333333333,r=5489
layer_num=882,v=9.42,r=5488
layer_num=883,v=9.421666666666667,r=5487
layer_num=884,v=9.423333333333332,r=5486
layer_num=885,v=9.424999999999999,r=5485
layer_num=886,v=9.426666666666666,r=5484
layer_num=887,v=9.428333333333333,r=5483
layer_num=888,v=9.43,r=5482
layer_num=889,v=9.431666666666667,r=5481
layer_num=890,v=9.433333333333334,r=5480
layer_num=891,v=9.434999999999999,r=5479
layer_num=892,v=9.436666666666666,r=5478
layer_num=893,v=9.438333333333333,r=5477
layer_num=894,v=9.44,r=5476
layer_num=895,v=9.441666666666666,r=5475
layer_num=896,v=9.443333333333333,r=5474
layer_num=897,v=9.445,r=5473
layer_num=898,v=9.446666666666665,r=5472
layer_num=899,v=9.448333333333332,r=5471
layer_num=900,v=9.45,r=5470
layer_num=901,v=9.451666666666666,r=5469
layer_num=902,v=9.453333333333333,r=5468
layer_num=903,v=9.455,r=5467
layer_num=904,v=9.456666666666667,r=5466
layer_num=905,v=9.458333333333332,r=5465
layer_num=906,v=9.459999999999999,r=5464
layer_num=907,v=9.461666666666666,r=5463
layer_num=908,v=9.463333333333333,r=5462
layer_num=909,v=9.465,r=5461
layer_num=910,v=9.466666666666667,r=5460
layer_num=911,v=9.468333333333332,r=5459
layer_num=912,v=9.469999999999999,r=5458
layer_num=913,v=9.471666666666666,r=5457
layer_num=914,v=9.473333333333333,r=5456
layer_num=915,v=9.475,r=5455
layer_num=916,v=9.476666666666667,r=5454
layer_num=917,v=9.478333333333332,r=5453
layer_num=918,v=9.479999999999999,r=5452
layer_num=919,v=9.481666666666666,r=5451
layer_num=920,v=9.483333333333333,r=5450
layer_num=921,v=9.485,r=5449
layer_num=922,v=9.486666666666666,r=5448
layer_num=923,v=9.488333333333333,r=5447
layer_num=924,v=9.489999999999998,r=5446
layer_num=925,v=9.491666666666665,r=5445
layer_num=926,v=9.493333333333332,r=5444
layer_num=927,v=9.495,r=5443
layer_num=928,v=9.496666666666666,r=5442
layer_num=929,v=9.498333333333333,r=5441
layer_num=930,v=9.5,r=5440
layer_num=931,v=9.501666666666665,r=5439
layer_num=932,v=9.503333333333332,r=5438
layer_num=933,v=9.504999999999999,r=5437
layer_num=934,v=9.506666666666666,r=5436
layer_num=935,v=9.508333333333333,r=5435
layer_num=936,v=9.51,r=5434
layer_num=937,v=9.511666666666667,r=5433
layer_num=938,v=9.513333333333332,r=5432
layer_num=939,v=9.514999999999999,r=5431
layer_num=940,v=9.516666666666666,r=5430
layer_num=941,v=9.518333333333333,r=5429
layer_num=942,v=9.52,r=5428
layer_num=943,v=9.521666666666667,r=5427
layer_num=944,v=9.523333333333333,r=5426
layer_num=945,v=9.524999999999999,r=5425
layer_num=946,v=9.526666666666666,r=5424
layer_num=947,v=9.528333333333332,r=5423
layer_num=948,v=9.53,r=5422
layer_num=949,v=9.531666666666666,r=5421
layer_num=950,v=9.533333333333333,r=5420
layer_num=951,v=9.535,r=5419
layer_num=952,v=9.536666666666665,r=5418
layer_num=953,v=9.538333333333332,r=5417
layer_num=954,v=9.54,r=5416
layer_num=955,v=9.541666666666666,r=5415
layer_num=956,v=9.543333333333333,r=5414
layer_num=957,v=9.545,r=5413
layer_num=958,v=9.546666666666667,r=5412
layer_num=959,v=9.548333333333332,r=5411
layer_num=960,v=9.549999999999999,r=5410
layer_num=961,v=9.551666666666666,r=5409
layer_num=962,v=9.553333333333333,r=5408
layer_num=963,v=9.555,r=5407
layer_num=964,v=9.556666666666667,r=5406
layer_num=965,v=9.558333333333334,r=5405
layer_num=966,v=9.559999999999999,r=5404
layer_num=967,v=9.561666666666666,r=5403
layer_num=968,v=9.563333333333333,r=5402
layer_num=969,v=9.565,r=5401
layer_num=970,v=9.566666666666666,r=5400
layer_num=971,v=9.568333333333333,r=5399
layer_num=972,v=9.57,r=5398
layer_num=973,v=9.571666666666665,r=5397
layer_num=974,v=9.573333333333332,r=5396
layer_num=975,v=9.575,r=5395
layer_num=976,v=9.576666666666666,r=5394
layer_num=977,v=9.578333333333333,r=5393
layer_num=978,v=9.58,r=5392
layer_num=979,v=9.581666666666667,r=5391
layer_num=980,v=9.583333333333332,r=5390
layer_num=981,v=9.584999999999999,r=5389
layer_num=982,v=9.586666666666666,r=5388
layer_num=983,v=9.588333333333333,r=5387
layer_num=984,v=9.59,r=5386
layer_num=985,v=9.591666666666667,r=5385
layer_num=986,v=9.593333333333332,r=5384
layer_num=987,v=9.594999999999999,r=5383
layer_num=988,v=9.596666666666666,r=5382
layer_num=989,v=9.598333333333333,r=5381
layer_num=990,v=9.6,r=5380
layer_num=991,v=9.601666666666667,r=5379
layer_num=992,v=9.603333333333332,r=5378
layer_num=993,v=9.604999999999999,r=5377
layer_num=994,v=9.606666666666666,r=5376
layer_num=995,v=9.608333333333333,r=5375
layer_num=996,v=9.61,r=5374
layer_num=997,v=9.611666666666666,r=5373
layer_num=998,v=9.613333333333333,r=5372
layer_num=999,v=9.614999999999998,r=5371
layer_num=1000,v=9.616666666666665,r=5370
layer_num=1001,v=9.618333333333332,r=5369
layer_num=1002,v=9.62,r=5368
layer_num=1003,v=9.621666666666666,r=5367
layer_num=1004,v=9.623333333333333,r=5366
layer_num=1005,v=9.625,r=5365
layer_num=1006,v=9.626666666666665,r=5364
layer_num=1007,v=9.628333333333332,r=5363
layer_num=1008,v=9.629999999999999,r=5362
layer_num=1009,v=9.631666666666666,r=5361
layer_num=1010,v=9.633333333333333,r=5360
layer_num=1011,v=9.635,r=5359
layer_num=1012,v=9.636666666666667,r=5358
layer_num=1013,v=9.638333333333332,r=5357
layer_num=1014,v=9.639999999999999,r=5356
layer_num=1015,v=9.641666666666666,r=5355
layer_num=1016,v=9.643333333333333,r=5354
layer_num=1017,v=9.645,r=5353
layer_num=1018,v=9.646666666666667,r=5352
layer_num=1019,v=9.648333333333333,r=5351
layer_num=1020,v=9.649999999999999,r=5350
layer_num=1021,v=9.651666666666666,r=5349
layer_num=1022,v=9.653333333333332,r=5348
layer_num=1023,v=9.655,r=5347
layer_num=1024,v=9.656666666666666,r=5346
layer_num=1025,v=9.658333333333333,r=5345
layer_num=1026,v=9.66,r=5344
layer_num=1027,v=9.661666666666665,r=5343
layer_num=1028,v=9.663333333333332,r=5342
layer_num=1029,v=9.665,r=5341
layer_num=1030,v=9.666666666666666,r=5340
layer_num=1031,v=9.668333333333333,r=5339
layer_num=1032,v=9.67,r=5338
layer_num=1033,v=9.671666666666667,r=5337
layer_num=1034,v=9.673333333333332,r=5336
layer_num=1035,v=9.674999999999999,r=5335
layer_num=1036,v=9.676666666666666,r=5334
layer_num=1037,v=9.678333333333333,r=5333
layer_num=1038,v=9.68,r=5332
layer_num=1039,v=9.681666666666667,r=5331
layer_num=1040,v=9.683333333333334,r=5330
layer_num=1041,v=9.684999999999999,r=5329
layer_num=1042,v=9.686666666666666,r=5328
layer_num=1043,v=9.688333333333333,r=5327
layer_num=1044,v=9.69,r=5326
layer_num=1045,v=9.691666666666666,r=5325
layer_num=1046,v=9.693333333333333,r=5324
layer_num=1047,v=9.695,r=5323
layer_num=1048,v=9.696666666666665,r=5322
layer_num=1049,v=9.698333333333332,r=5321
layer_num=1050,v=9.7,r=5320
layer_num=1051,v=9.701666666666666,r=5319
layer_num=1052,v=9.703333333333333,r=5318
layer_num=1053,v=9.705,r=5317
layer_num=1054,v=9.706666666666667,r=5316
layer_num=1055,v=9.708333333333332,r=5315
layer_num=1056,v=9.709999999999999,r=5314
layer_num=1057,v=9.711666666666666,r=5313
layer_num=1058,v=9.713333333333333,r=5312
layer_num=1059,v=9.715,r=5311
layer_num=1060,v=9.716666666666667,r=5310
layer_num=1061,v=9.718333333333334,r=5309
layer_num=1062,v=9.719999999999999,r=5308
layer_num=1063,v=9.721666666666666,r=5307
layer_num=1064,v=9.723333333333333,r=5306
layer_num=1065,v=9.725,r=5305
layer_num=1066,v=9.726666666666667,r=5304
layer_num=1067,v=9.728333333333332,r=5303
layer_num=1068,v=9.729999999999999,r=5302
layer_num=1069,v=9.731666666666666,r=5301
layer_num=1070,v=9.733333333333333,r=5300
layer_num=1071,v=9.735,r=5299
layer_num=1072,v=9.736666666666666,r=5298
layer_num=1073,v=9.738333333333333,r=5297
layer_num=1074,v=9.739999999999998,r=5296
layer_num=1075,v=9.741666666666665,r=5295
layer_num=1076,v=9.743333333333332,r=5294
